Id,Zip Code,Status,Days,Created at
1577,847123,enable,5,2/24/2018
1578,847429,enable,5,2/24/2018
1579,851135,enable,5,2/24/2018
1580,800028,enable,5,2/24/2018
1581,800029,enable,5,2/24/2018
1582,845456,enable,5,2/24/2018
1583,854107,enable,5,2/24/2018
1584,854109,enable,5,2/24/2018
1585,852124,enable,5,2/24/2018
1586,852202,enable,5,2/24/2018
1587,854304,enable,5,2/24/2018
1588,847215,enable,5,2/24/2018
1589,847214,enable,5,2/24/2018
1590,805111,enable,5,2/24/2018
1591,805112,enable,5,2/24/2018
1592,843130,enable,5,2/24/2018
1593,847213,enable,5,2/24/2018
1594,803216,enable,5,2/24/2018
1595,801111,enable,5,2/24/2018
1596,843134,enable,5,2/24/2018
1597,844102,enable,5,2/24/2018
1598,140109,enable,5,2/24/2018
1599,160001,enable,5,2/24/2018
1600,140110,enable,5,2/24/2018
1601,140306,enable,5,2/24/2018
1602,140307,enable,5,2/24/2018
1603,140308,enable,5,2/24/2018
1604,160052,enable,5,2/24/2018
1605,134101,enable,5,2/24/2018
1606,134204,enable,5,2/24/2018
1607,160012,enable,5,2/24/2018
1608,160055,enable,5,2/24/2018
1609,160056,enable,5,2/24/2018
1610,160061,enable,5,2/24/2018
1611,160062,enable,5,2/24/2018
1612,134110,enable,5,2/24/2018
1613,160102,enable,5,2/24/2018
1614,160019,enable,5,2/24/2018
1615,134117,enable,5,2/24/2018
1616,140101,enable,5,2/24/2018
1617,140103,enable,5,2/24/2018
1618,160002,enable,5,2/24/2018
1619,160003,enable,5,2/24/2018
1620,160004,enable,5,2/24/2018
1621,160005,enable,5,2/24/2018
1622,160006,enable,5,2/24/2018
1623,160007,enable,5,2/24/2018
1624,160008,enable,5,2/24/2018
1625,160009,enable,5,2/24/2018
1626,160010,enable,5,2/24/2018
1627,160013,enable,5,2/24/2018
1628,160015,enable,5,2/24/2018
1629,160016,enable,5,2/24/2018
1630,160017,enable,5,2/24/2018
1631,160018,enable,5,2/24/2018
1632,160020,enable,5,2/24/2018
1633,160021,enable,5,2/24/2018
1634,160022,enable,5,2/24/2018
1635,160023,enable,5,2/24/2018
1636,160024,enable,5,2/24/2018
1637,160025,enable,5,2/24/2018
1638,160026,enable,5,2/24/2018
1639,160027,enable,5,2/24/2018
1640,160028,enable,5,2/24/2018
1641,160029,enable,5,2/24/2018
1642,160030,enable,5,2/24/2018
1643,160031,enable,5,2/24/2018
1644,160032,enable,5,2/24/2018
1645,160033,enable,5,2/24/2018
1646,160034,enable,5,2/24/2018
1647,160035,enable,5,2/24/2018
1648,160036,enable,5,2/24/2018
1649,160037,enable,5,2/24/2018
1650,160038,enable,5,2/24/2018
1651,160039,enable,5,2/24/2018
1652,160040,enable,5,2/24/2018
1653,160041,enable,5,2/24/2018
1654,160042,enable,5,2/24/2018
1655,160043,enable,5,2/24/2018
1656,160044,enable,5,2/24/2018
1657,160045,enable,5,2/24/2018
1658,160046,enable,5,2/24/2018
1659,160047,enable,5,2/24/2018
1660,160048,enable,5,2/24/2018
1661,160049,enable,5,2/24/2018
1662,160050,enable,5,2/24/2018
1663,160051,enable,5,2/24/2018
1664,160058,enable,5,2/24/2018
1665,160059,enable,5,2/24/2018
1666,160071,enable,5,2/24/2018
1667,160073,enable,5,2/24/2018
1668,160074,enable,5,2/24/2018
1669,160079,enable,5,2/24/2018
1670,160106,enable,5,2/24/2018
1671,140301,enable,5,2/24/2018
1672,140413,enable,5,2/24/2018
1673,140901,enable,5,2/24/2018
1674,160014,enable,5,2/24/2018
1675,160103,enable,5,2/24/2018
1676,134103,enable,5,2/24/2018
1677,134107,enable,5,2/24/2018
1678,134108,enable,5,2/24/2018
1679,134109,enable,5,2/24/2018
1680,134111,enable,5,2/24/2018
1681,134112,enable,5,2/24/2018
1682,134113,enable,5,2/24/2018
1683,134114,enable,5,2/24/2018
1684,134115,enable,5,2/24/2018
1685,134116,enable,5,2/24/2018
1686,134118,enable,5,2/24/2018
1687,160101,enable,5,2/24/2018
1688,160011,enable,5,2/24/2018
1689,134119,enable,5,2/24/2018
1690,134151,enable,5,2/24/2018
1691,134152,enable,5,2/24/2018
1692,160053,enable,5,2/24/2018
1693,160054,enable,5,2/24/2018
1694,160057,enable,5,2/24/2018
1695,160060,enable,5,2/24/2018
1696,160063,enable,5,2/24/2018
1697,160064,enable,5,2/24/2018
1698,160065,enable,5,2/24/2018
1699,160066,enable,5,2/24/2018
1700,160067,enable,5,2/24/2018
1701,160068,enable,5,2/24/2018
1702,160069,enable,5,2/24/2018
1703,160070,enable,5,2/24/2018
1704,166031,enable,5,2/24/2018
1705,491107,enable,5,2/24/2018
1706,491441,enable,5,2/24/2018
1707,492101,enable,5,2/24/2018
1708,493221,enable,5,2/24/2018
1709,495009,enable,5,2/24/2018
1710,495220,enable,5,2/24/2018
1711,495223,enable,5,2/24/2018
1712,495447,enable,5,2/24/2018
1713,495454,enable,5,2/24/2018
1714,495455,enable,5,2/24/2018
1715,495550,enable,5,2/24/2018
1716,495555,enable,5,2/24/2018
1717,495678,enable,5,2/24/2018
1718,496001,enable,5,2/24/2018
1719,492002,enable,5,2/24/2018
1720,492004,enable,5,2/24/2018
1721,492009,enable,5,2/24/2018
1722,492011,enable,5,2/24/2018
1723,490027,enable,5,2/24/2018
1724,492001,enable,5,2/24/2018
1725,493890,enable,5,2/24/2018
1726,492099,enable,5,2/24/2018
1727,492013,enable,5,2/24/2018
1728,492010,enable,5,2/24/2018
1729,492006,enable,5,2/24/2018
1730,492003,enable,5,2/24/2018
1731,492005,enable,5,2/24/2018
1732,490001,enable,5,2/24/2018
1733,490006,enable,5,2/24/2018
1734,490009,enable,5,2/24/2018
1735,490011,enable,5,2/24/2018
1736,490020,enable,5,2/24/2018
1737,490021,enable,5,2/24/2018
1738,490023,enable,5,2/24/2018
1739,490024,enable,5,2/24/2018
1740,490025,enable,5,2/24/2018
1741,490036,enable,5,2/24/2018
1742,491001,enable,5,2/24/2018
1743,490012,enable,5,2/24/2018
1744,490026,enable,5,2/24/2018
1745,492012,enable,5,2/24/2018
1746,495002,enable,5,2/24/2018
1747,495003,enable,5,2/24/2018
1748,495005,enable,5,2/24/2018
1749,495677,enable,5,2/24/2018
1750,491002,enable,5,2/24/2018
1751,492015,enable,5,2/24/2018
1752,491003,enable,5,2/24/2018
1753,492007,enable,5,2/24/2018
1754,492008,enable,5,2/24/2018
1755,495001,enable,5,2/24/2018
1756,495004,enable,5,2/24/2018
1757,495006,enable,5,2/24/2018
1758,490022,enable,5,2/24/2018
1759,490042,enable,5,2/24/2018
1760,495450,enable,5,2/24/2018
1761,495452,enable,5,2/24/2018
1762,495682,enable,5,2/24/2018
1763,495684,enable,5,2/24/2018
1764,492014,enable,5,2/24/2018
1765,491004,enable,5,2/24/2018
1766,396115,enable,5,2/24/2018
1767,396210,enable,5,2/24/2018
1768,396215,enable,5,2/24/2018
1769,396220,enable,5,2/24/2018
1770,396217,enable,5,2/24/2018
1771,396223,enable,5,2/24/2018
1772,403530,enable,5,2/24/2018
1773,403702,enable,5,2/24/2018
1774,403728,enable,5,2/24/2018
1775,403808,enable,5,2/24/2018
1776,403402,enable,5,2/24/2018
1777,403705,enable,5,2/24/2018
1778,403523,enable,5,2/24/2018
1779,403701,enable,5,2/24/2018
1780,403706,enable,5,2/24/2018
1781,403714,enable,5,2/24/2018
